id,category_id,question_code,question_number,question_text,check_box,block_number,block_text,option_select,option_code,option_text,response_message,companion_advice,tone_tag,next_question_id,version,created_at
11,1,1_2,2,What happened when you said it?,False,1,Someone to Thank,F,1_2_F,F. I said it to myself—and I needed it,F. You turned toward yourself with care. That’s not just healing—it’s strength most people never learn.,,,,1,2025-10-07 16:30:37.806822
12,1,1_2,2,What happened when you said it?,False,1,Someone to Thank,OTHER,1_2_OTHER,Other,,,,,1,2025-10-07 16:30:37.837895
13,1,1_3,3,Curiosity is the fuel for ideas. Pick one spark and let your imagination run with it.  What is the one question you could ask in class today?,False,2,Ask 1 Question in Class: That Can Change the Way You See School 🎵[playlist:1st Thing 1st],A,1_3_A,A. “What’s one thing in today’s lesson that made me wonder ‘why’ or ‘how’?”,"A. e.g.,  – Who first came up with the idea of zero, and how did they explain it?","– Ask “why” when something doesn’t add up. – Ask “how” when you want to see the steps behind an idea. – Don’t stop at the surface — even simple “why” questions can lead to big discoveries. – Wondering aloud shows strength, not weakness.",,,1,2025-10-07 16:30:37.870634
14,1,1_3,3,What is the one question you could ask in class today?,False,2,Ask 1 Question in Class: That Can Change the Way You See School,B,1_3_B,"B. “If I could change one part of this subject, what would I explore differently?”","B. e.g., – What if a different person had been president — would history look different? – What if this idea had turned out differently in history or science? Imagine if electricity wasn’t the big discovery — what else might people have found to power the world? – What if Galileo hadn’t discovered the Earth is round? Who would have been next? Would that person be me? How would I do it?","– Try flipping the rules in your head  – Imagine how another subject might explain it differently. Creativity starts when you let yourself explore alternatives, not just answers.",,,1,2025-10-07 16:30:37.902766
15,1,1_3,3,What is the one question you could ask in class today?,False,2,Ask 1 Question in Class: That Can Change the Way You See School,C,1_3_C,C. “What’s the one question I’d ask the teacher if grades didn’t matter?”,"C. e.g., – How does this connect to other subjects? – If we gave the subjects a voice, what would they say? – If the people in this lesson were in the room, what questions would you ask them?",– You’re freeing your mind from grades. Curiosity is strongest when there’s no scoreboard. – You’re learning for yourself. That’s when knowledge turns into insight. – You’re practicing courage. Asking bold questions shows leadership. – You’re opening doors. The best discoveries start with the question no one else asked,,,1,2025-10-07 16:30:37.934043
16,1,1_3,3,What is the one question you could ask in class today?,False,2,Ask 1 Question in Class: That Can Change the Way You See School,OTHER,1_3_OTHER,Other,,,,,1,2025-10-07 16:30:37.964278
17,1,1_4,4,"When you let your mind wander, which future sparks your curiosity?  If you could solve any problem in the world, which one would you choose?",False,3,Ask 1 Question in Your Daydream: That Can Change the Way You See Your Life,A,1_4_A,A. A problem at school or in my community.,A. → Purpose starts close to home.,,,,1,2025-10-07 16:30:37.994857
18,1,1_4,4,"If you could solve any problem in the world, which one would you choose?",False,3,Ask 1 Question in Your Daydream: That Can Change the Way You See Your Life,B,1_4_B,"B. A problem in science, health, or the environment.",B. → Curiosity grows when you look at big challenges.,,,,1,2025-10-07 16:30:38.029424
19,1,1_4,4,"If you could solve any problem in the world, which one would you choose?",False,3,Ask 1 Question in Your Daydream: That Can Change the Way You See Your Life,C,1_4_C,C. A problem people don’t even notice yet.,C. → That’s where innovation is born.,,,,1,2025-10-07 16:30:38.060118
20,1,1_4,4,"If you could solve any problem in the world, which one would you choose?",False,3,Ask 1 Question in Your Daydream: That Can Change the Way You See Your Life,D,1_4_D,D. I’m still figuring it out — but I want to make a difference.,D. → Even the dream of solving is a spark.,,,,1,2025-10-07 16:30:38.091119
21,1,1_4,4,"If you could solve any problem in the world, which one would you choose?",False,3,Ask 1 Question in Your Daydream: That Can Change the Way You See Your Life,OTHER,1_4_OTHER,Other,,,,,1,2025-10-07 16:30:38.124201
22,1,1_5,5,"If you could create your dream job or start a business, what would it do?",False,3,Ask 1 Question in Your Daydream: That Can Change the Way You See Your Life,A,1_5_A,A. Make life easier for people.,,,,,1,2025-10-07 16:30:38.156616
23,1,1_5,5,"If you could create your dream job or start a business, what would it do?",False,3,Ask 1 Question in Your Daydream: That Can Change the Way You See Your Life,B,1_5_B,B. Protect nature.,,,,,1,2025-10-07 16:30:38.190086
24,1,1_5,5,"If you could create your dream job or start a business, what would it do?",False,3,Ask 1 Question in Your Daydream: That Can Change the Way You See Your Life,C,1_5_C,C. Help people feel better — mentally or physically.,"C. → Caring for others creates a ripple effect you might not see right away, but it lasts. You could write a book, make a movie, compose a song — whatever speaks to you.",,,,1,2025-10-07 16:30:38.222521
25,1,1_5,5,"If you could create your dream job or start a business, what would it do?",False,3,Ask 1 Question in Your Daydream: That Can Change the Way You See Your Life,D,1_5_D,D. Combine things no one has ever put together.,D. → Innovation comes from unexpected combos. Go through your passions — sometimes the best idea is putting two totally different things together.,,,,1,2025-10-07 16:30:38.255112
26,1,1_5,5,"If you could create your dream job or start a business, what would it do?",False,3,Ask 1 Question in Your Daydream: That Can Change the Way You See Your Life,OTHER,1_5_OTHER,Other,,,,,1,2025-10-07 16:30:38.285933
27,1,1_6,6,"If you already have a dream, what’s one step you could take this week toward it?",False,3,Ask 1 Question in Your Daydream: That Can Change the Way You See Your Life,A,1_6_A,A. Share it with a friend or mentor.,,,,,1,2025-10-07 16:30:38.319343
28,1,1_6,6,"If you already have a dream, what’s one step you could take this week toward it?",False,3,Ask 1 Question in Your Daydream: That Can Change the Way You See Your Life,B,1_6_B,B. Make a checklist. Dates turn wishes into steps.,"B. → Every dream grows through small, steady steps.",,,,1,2025-10-07 16:30:38.350258
29,1,1_6,6,"If you already have a dream, what’s one step you could take this week toward it?",False,3,Ask 1 Question in Your Daydream: That Can Change the Way You See Your Life,C,1_6_C,C. Learn one new thing that connects to it.,,,,,1,2025-10-07 16:30:38.382980
30,1,1_6,6,"If you already have a dream, what’s one step you could take this week toward it?",False,3,Ask 1 Question in Your Daydream: That Can Change the Way You See Your Life,D,1_6_D,D. Remember why this dream matters to me.,,,,,1,2025-10-07 16:30:38.414722
31,1,1_6,6,"If you already have a dream, what’s one step you could take this week toward it?",False,3,Ask 1 Question in Your Daydream: That Can Change the Way You See Your Life,OTHER,1_6_OTHER,Other,,,,,1,2025-10-07 16:30:38.447499
32,1,1_7,7,What was your favorite subject in school when you were my age?,False,4,Ask 1 Question at Dinner: That Can Change the Way You See Your Parents — and the Way They See You.,A,1_7_A,A. The one that felt the easiest.,,,,,1,2025-10-07 16:30:38.478557
33,1,1_7,7,What was your favorite subject in school when you were my age?,False,4,Ask 1 Question at Dinner: That Can Change the Way You See Your Parents — and the Way They See You.,B,1_7_B,B. The one that felt the hardest — but you liked the challenge.,,,,,1,2025-10-07 16:30:38.509112
34,1,1_7,7,What was your favorite subject in school when you were my age?,False,4,Ask 1 Question at Dinner: That Can Change the Way You See Your Parents — and the Way They See You.,C,1_7_C,C. The one with the best teacher.,,,,,1,2025-10-07 16:30:38.544800
35,1,1_7,7,What was your favorite subject in school when you were my age?,False,4,Ask 1 Question at Dinner: That Can Change the Way You See Your Parents — and the Way They See You.,D,1_7_D,D. The one that connected to real life.,D. → Asking about the past makes family stories come alive.,,,,1,2025-10-07 16:30:38.576233
36,1,1_7,7,What was your favorite subject in school when you were my age?,False,4,Ask 1 Question at Dinner: That Can Change the Way You See Your Parents — and the Way They See You.,OTHER,1_7_OTHER,Other,,,,,1,2025-10-07 16:30:38.609533
37,1,1_8,8,What’s one decision you made in your career that made you proud?,False,4,Ask 1 Question at Dinner: That Can Change the Way You See Your Parents — and the Way They See You.,A,1_8_A,A. Saying yes to something unexpected.,,,,,1,2025-10-07 16:30:38.643217
38,1,1_8,8,What’s one decision you made in your career that made you proud?,False,4,Ask 1 Question at Dinner: That Can Change the Way You See Your Parents — and the Way They See You.,B,1_8_B,B. Switching paths when you thought it was too late.,,,,,1,2025-10-07 16:30:38.673509
39,1,1_8,8,What’s one decision you made in your career that made you proud?,False,4,Ask 1 Question at Dinner: That Can Change the Way You See Your Parents — and the Way They See You.,C,1_8_C,C. Taking advice that changed your direction.,,,,,1,2025-10-07 16:30:38.705777
40,1,1_8,8,What’s one decision you made in your career that made you proud?,False,4,Ask 1 Question at Dinner: That Can Change the Way You See Your Parents — and the Way They See You.,D,1_8_D,D. Choosing courage instead of comfort.,D. → Their surprises can become your guideposts.,,,,1,2025-10-07 16:30:38.737086
41,1,1_8,8,What’s one decision you made in your career that made you proud?,False,4,Ask 1 Question at Dinner: That Can Change the Way You See Your Parents — and the Way They See You.,OTHER,1_8_OTHER,Other,,,,,1,2025-10-07 16:30:38.771074
42,1,1_9,9,"If you could go back and study something different, what would it be?",False,4,Ask 1 Question at Dinner: That Can Change the Way You See Your Parents — and the Way They See You.,A,1_9_A,A. A subject you didn’t get to try.,,,,,1,2025-10-07 16:30:38.802639
43,1,1_9,9,"If you could go back and study something different, what would it be?",False,4,Ask 1 Question at Dinner: That Can Change the Way You See Your Parents — and the Way They See You.,B,1_9_B,B. A subject that felt too hard at the time.,,,,,1,2025-10-07 16:30:38.834565
44,1,1_9,9,"If you could go back and study something different, what would it be?",False,4,Ask 1 Question at Dinner: That Can Change the Way You See Your Parents — and the Way They See You.,C,1_9_C,C. A subject you secretly liked but ignored.,,,,,1,2025-10-07 16:30:38.866615
45,1,1_9,9,"If you could go back and study something different, what would it be?",False,4,Ask 1 Question at Dinner: That Can Change the Way You See Your Parents — and the Way They See You.,D,1_9_D,D. A subject that’s important now but wasn’t then.,D. → Regret is just wisdom looking backward.,,,,1,2025-10-07 16:30:38.899563
46,1,1_9,9,"If you could go back and study something different, what would it be?",False,4,Ask 1 Question at Dinner: That Can Change the Way You See Your Parents — and the Way They See You.,OTHER,1_9_OTHER,Other,,,,,1,2025-10-07 16:30:38.931478
149,2,2_22,22,What made your old love finally feel… less loud?,True,5,Ghost and Goodbye The Sky That Stayed 🎵[playlist:Breakup],D,2_22_D,D. Someone new,,,Romantic Heartbreak,,1,2025-10-07 16:30:42.143709
47,2,2_1,1,"“Status: undefined, but not unloved.” Not all love lives are loud. Some are still forming, healing, daydreaming, or blooming when no one’s watching. What’s yours trying to say right now?  If your love life had a status update, what would it say?",False,1,Imagining Love,A,2_1_A,A. Unpaired. Unbothered. Still in orbit.,A. Some people search. You radiate. If someone gets pulled in—it’s not luck. It’s gravity.,🪐 You’re the whole planet. Not a moon. Not a satellite. Just spinning your own story till someone’s worth the ride.,,,1,2025-10-07 16:30:38.964644
48,2,2_1,1,"If your love life had a status update, what would it say?",False,1,Imagining Love,B,2_1_B,B. Pairing mode on. Still blinking …,B. 🔎 It’s okay if no one’s synced yet. Some Bluetooths just take a sec. (W for curiosity without clutching.),"Ever notice how devices pair faster when both sides are ready? Same with people. Your job isn’t to chase—it’s to stay clear, kind, and open. The right signal will find you.",,,1,2025-10-07 16:30:38.996585
49,2,2_1,1,"If your love life had a status update, what would it say?",False,1,Imagining Love,C,2_1_C,C. Connected. Kinda laggy. But we’re updating.,C. 📶 Loving while buffering? That’s a real skill. You're allowed to be in it and fixing it. (W for troubleshooting love in real time.),💞 You don’t have to define it right away. Just stay present.,,,1,2025-10-07 16:30:39.028860
50,2,2_1,1,"If your love life had a status update, what would it say?",False,1,Imagining Love,D,2_1_D,D. Patch notes dropping soon. Heart.exe rebooting.,D. Healing isn’t a pause. It’s a power move.,🛠 Take your time. Love isn’t the goal—knowing yourself is.,,,1,2025-10-07 16:30:39.062410
51,2,2_1,1,"If your love life had a status update, what would it say?",False,1,Imagining Love,OTHER,2_1_OTHER,Write your own,,,,,1,2025-10-07 16:30:39.092785
52,2,2_2,2,What do you imagine when you think about your first love?,True,1,Imagining Love,A,2_2_A,A. All touch. All spark. Like we don’t need anyone else.,A. You’re not looking for ordinary. You want a love that stirs something deep—something you can feel in both your body and your heart.,"Big feelings don’t make you naive. Just make sure the closeness feels safe, mutual, and kind. Real love doesn’t just feel intense—it feels good after the moment passes, too.",,,1,2025-10-07 16:30:39.122815
53,2,2_2,2,What do you imagine when you think about your first love?,True,1,Imagining Love,B,2_2_B,B. Someone who sees me. We both grow.,"B. You’re imagining love as partnership. A steady bond where you’re seen, challenged, and supported. You want something real—not just romantic.","That kind of love takes time, trust, and truth. Don’t rush it. Keep growing into yourself—and you’ll attract someone who’s doing the same.",Romantic Expectations,,1,2025-10-07 16:30:39.153517
54,2,2_2,2,What do you imagine when you think about your first love?,True,1,Imagining Love,C,2_2_C,C. A sign that I’m lovable—something to show others I’m not left out.,C. You’re not just dreaming of someone—you’re dreaming of being chosen. Of not being the only one without a hand to hold.,"It’s human to want proof that you matter. But love isn’t a trophy. The more you believe you’re enough without it, the more likely it finds you for the right reasons.",Romantic Expectations,,1,2025-10-07 16:30:39.183524
55,2,2_2,2,What do you imagine when you think about your first love?,True,1,Imagining Love,D,2_2_D,"D. Freedom from my family—a way to feel older, more in control of my life.","D. For you, love feels like a ticket out. Not just romance—but independence, a chance to start living on your terms.","Wanting freedom is real—and love can feel like a way out. But if you never had space to find your voice at home, a relationship won’t magically give it to you. Build that voice now, so love adds to your life, not replaces it.",Romantic Expectations,,1,2025-10-07 16:30:39.214242
56,2,2_2,2,What do you imagine when you think about your first love?,True,1,Imagining Love,OTHER,2_2_OTHER,"None of these, but something.",,,,,1,2025-10-07 16:30:39.245162
57,2,2_3,3,What kind of love do you believe in?,False,1,Imagining Love,A,2_3_A,A. Quiet and safe.,A. You believe in love that doesn’t need to perform. The kind that sits beside you in silence and still feels warm.,Safety in love doesn’t mean nothing happens—it means nothing hurts you in secret. Keep looking for the kind of love that holds still and stays true.,Love Belief,,1,2025-10-07 16:30:39.276346
58,2,2_3,3,What kind of love do you believe in?,False,1,Imagining Love,B,2_3_B,B. Slow and real.,"B. You believe in love that isn’t rushed. It takes time, trust, and mutual respect—not fireworks, but something you can actually count on.",Love isn’t luck. It’s built choice by choice. And the kind that respects your independence and roots itself in honesty? That’s the kind that lasts.,Love Belief,,1,2025-10-07 16:30:39.305705
59,2,2_3,3,What kind of love do you believe in?,False,1,Imagining Love,C,2_3_C,C. Laughs even when it’s hard.,"C. You believe in love that knows how to lift. The kind that survives through joy, inside jokes, and not taking everything so seriously.",Laughter isn’t the opposite of depth—it’s the doorway to it. Keep believing in the kind of love that makes the hard parts feel a little lighter.,Love Belief,,1,2025-10-07 16:30:39.336418
60,2,2_3,3,What kind of love do you believe in?,False,1,Imagining Love,OTHER,2_3_OTHER,Other,,,,,1,2025-10-07 16:30:39.367281
61,2,2_4,4,Real safety isn’t just about avoiding harm—it’s about feeling free to be yourself. You deserve people who don’t just like you—but protect your peace. What makes you feel safe with someone?,True,1,Imagining Love,A,2_4_A,A. They don’t pressure me. Period.,"A. You feel safe when your “no” is respected—immediately, and without guilt. It’s not just about rules—it’s about feeling like you’re in control of your own body, time, and value.","Pressure doesn’t always sound loud. Sometimes it hides in guilt or silence. But you’re allowed to pause, say no, or change your mind—at any time. That’s real safety.",Emotional Safety,,1,2025-10-07 16:30:39.398322
62,2,2_4,4,What makes you feel safe with someone?,True,1,Imagining Love,B,2_4_B,B. I can say real stuff—and they actually hear it.,"B. You feel safe when someone lets you speak without trying to fix you, defend themselves, or shut it down. That kind of listening builds real trust.",A good listener doesn’t just hear your words—they make space for your feelings. You don’t need someone who’s perfect. You need someone who stays kind when it matters.,Emotional Safety,,1,2025-10-07 16:30:39.427771
63,2,2_4,4,What makes you feel safe with someone?,True,1,Imagining Love,C,2_4_C,C. No games. No signals. Just real.,"C. You feel safest with people who are real. No status tricks, no disappearing acts—just honesty and consistency.",Games aren’t romantic. Clarity is. Keep choosing people who show up clearly—your peace is worth more than their mystery.,Emotional Safety,,1,2025-10-07 16:30:39.458179
64,2,2_4,4,What makes you feel safe with someone?,True,1,Imagining Love,OTHER,2_4_OTHER,Also this:,,,,,1,2025-10-07 16:30:39.488106
150,2,2_22,22,What made your old love finally feel… less loud?,True,5,Ghost and Goodbye The Sky That Stayed 🎵[playlist:Breakup],E,2_22_E,"E.  A new chapter in life outside romance.  I poured energy back into myself—my goals, my joy, my life.",,,Romantic Heartbreak,,1,2025-10-07 16:30:42.175038
65,2,2_5,5,What do you wish someone you like understood about you?,True,1,Imagining Love,A,2_5_A,"A. Feelings? Yeah, they’re in there. Just behind six layers of nope.",A. You feel the spark. But opening up feels risky.,You don’t have to say it all. Try: “Sometimes I care more than I admit.” It plants a truth gently.,,,1,2025-10-07 16:30:39.518775
66,2,2_5,5,What do you wish someone you like understood about you?,True,1,Imagining Love,B,2_5_B,B. Like me for me—not just the highlight reel.,B. You’re not trying to impress—you’re trying to be seen.,"You could ask, “What do you actually like about me?” That answer might teach you everything.",,,1,2025-10-07 16:30:39.550138
67,2,2_5,5,What do you wish someone you like understood about you?,True,1,Imagining Love,C,2_5_C,C. Not dating. Still wanna stand close in a hallway for no reason.,C. Closeness without labels is still real.,Try: “I like talking to you—I just want to take things slow.” That’s honesty with care.,,,1,2025-10-07 16:30:39.579874
68,2,2_5,5,What do you wish someone you like understood about you?,True,1,Imagining Love,D,2_5_D,D. I care deeply. I just express it weird.,D. You’re more action than talk—and that’s valid.,"Start small: “I don’t always say stuff right, but I mean it.” That’s a feeling in disguise.",,,1,2025-10-07 16:30:39.609648
69,2,2_5,5,What do you wish someone you like understood about you?,True,1,Imagining Love,OTHER,2_5_OTHER,More:,,,,,1,2025-10-07 16:30:39.641809
70,2,2_6,6,Which line from a rom-com would you want someone to say to you?,True,1,Imagining Love,A,2_6_A,A. “You make me want to be better.”,,,,,1,2025-10-07 16:30:39.672296
71,2,2_6,6,Which line from a rom-com would you want someone to say to you?,True,1,Imagining Love,B,2_6_B,B. “It’s always been you.”,,,,,1,2025-10-07 16:30:39.703582
72,2,2_6,6,Which line from a rom-com would you want someone to say to you?,True,1,Imagining Love,C,2_6_C,C. “I didn’t know what home felt like until you.”,,,,,1,2025-10-07 16:30:39.733381
73,2,2_6,6,Which line from a rom-com would you want someone to say to you?,True,1,Imagining Love,D,2_6_D,"D. “I love you, just as you are.”",,,,,1,2025-10-07 16:30:39.763476
74,2,2_6,6,Which line from a rom-com would you want someone to say to you?,True,1,Imagining Love,OTHER,2_6_OTHER,Other,,,,,1,2025-10-07 16:30:39.800379
75,2,2_7,7,Real love isn’t about perfect. It’s about the little weird things that make someone feel weirdly right. What’s your crush ick you secretly find cute?,True,1,Imagining Love,A,2_7_A,A. Laughs at their own jokes,,,,,1,2025-10-07 16:30:39.830939
76,2,2_7,7,What’s your crush ick you secretly find cute?,True,1,Imagining Love,B,2_7_B,B. Gets weird saying hi. Still tries.,,,,,1,2025-10-07 16:30:39.861508
77,2,2_7,7,What’s your crush ick you secretly find cute?,True,1,Imagining Love,C,2_7_C,C. Awful at texting. Sends novels out of nowhere.,,,,,1,2025-10-07 16:30:39.894191
78,2,2_7,7,What’s your crush ick you secretly find cute?,True,1,Imagining Love,D,2_7_D,D. That one hoodie? Always. Still cute.,,,,,1,2025-10-07 16:30:39.923591
79,2,2_7,7,What’s your crush ick you secretly find cute?,True,1,Imagining Love,OTHER,2_7_OTHER,Else,,,,,1,2025-10-07 16:30:39.954676
80,2,2_8,8,Which meet-cute(s) would you totally fall for? (Pick all that make your heart do the thing 💘),True,2,"Do They Like Me? Small Moves, Big Feels 🎵[playlist:Love]",A,2_8_A,A. Reaching for the same book at a bookstore,,,,,1,2025-10-07 16:30:39.985738
81,2,2_8,8,What’s your ideal meet-cute?,True,2,"Do They Like Me? Small Moves, Big Feels 🎵[playlist:Love]",B,2_8_B,"B. Bumping into each other at a concert, literally",,,,,1,2025-10-07 16:30:40.016453
82,2,2_8,8,What’s your ideal meet-cute?,True,2,"Do They Like Me? Small Moves, Big Feels 🎵[playlist:Love]",C,2_8_C,C. Wrong text that turns into a real convo,,,,,1,2025-10-07 16:30:40.047150
83,2,2_8,8,What’s your ideal meet-cute?,True,2,"Do They Like Me? Small Moves, Big Feels 🎵[playlist:Love]",D,2_8_D,D. Assigned to sit next to each other in class,,,,,1,2025-10-07 16:30:40.078151
84,2,2_8,8,What’s your ideal meet-cute?,True,2,"Do They Like Me? Small Moves, Big Feels 🎵[playlist:Love]",OTHER,2_8_OTHER,Write your own plot twist.,,,,,1,2025-10-07 16:30:40.108472
85,2,2_9,9,How do you act when your crush is nearby?,True,2,"Do They Like Me? Small Moves, Big Feels 🎵[playlist:Love]",A,2_9_A,"A. I avoid eye contact, freeze up, or pretend I don’t notice them.",A. You’re protecting your heart—and that makes sense. Sometimes just surviving the moment feels like a win.,"You’re not wrong for playing it safe. But even a small step—a glance, a smile—can start to make space for something better.",Romantic Reactions,,1,2025-10-07 16:30:40.138895
86,2,2_9,9,How do you act when your crush is nearby?,True,2,"Do They Like Me? Small Moves, Big Feels 🎵[playlist:Love]",B,2_9_B,B. I act normal or try to be friendly—maybe say hi or ask something casual.,"B. You’re doing your version of brave. Calm on the outside, maybe nervous underneath—but still showing up. That’s real strength.","Keep trusting those tiny steps. Whether it’s a smile, a wave, or just not panicking—you’re building something steady inside—courage, calm, trust. That matters.",Romantic Reactions,,1,2025-10-07 16:30:40.169445
87,2,2_9,9,How do you act when your crush is nearby?,True,2,"Do They Like Me? Small Moves, Big Feels 🎵[playlist:Love]",C,2_9_C,C. I get louder or funnier without even realizing it.,C. You’re turning up the volume on your charm.,🎭 Just make sure it feels like you—not just a performance.,Romantic Reactions,,1,2025-10-07 16:30:40.200881
88,2,2_9,9,How do you act when your crush is nearby?,True,2,"Do They Like Me? Small Moves, Big Feels 🎵[playlist:Love]",D,2_9_D,D. I over analyze everything I say—or don’t say anything at all.,D.  Your brain is trying to protect your heart.,🧠 Try focusing on what you’re curious about in them—not just how you sound.,,,1,2025-10-07 16:30:40.231013
89,2,2_9,9,How do you act when your crush is nearby?,True,2,"Do They Like Me? Small Moves, Big Feels 🎵[playlist:Love]",OTHER,2_9_OTHER,My version:,,,,,1,2025-10-07 16:30:40.263209
90,2,2_10,10,How do you show someone you like them? [playlist:Love],True,2,"Do They Like Me? Small Moves, Big Feels 🎵[playlist:Love]",A,2_10_A,"A. I hover nearby—walk past, sit close, save a spot. Hope they load the hint.","A. You don’t say much, but you orbit. You put yourself in their line of sight and hope the feeling shows—even if your words don’t.","There’s nothing wrong with being subtle. But if you want to be seen for real, try moving from background to hello. You don’t have to do it perfectly—just honestly.",Crush Expression,,1,2025-10-07 16:30:40.293683
91,2,2_10,10,How do you show someone you like them?,True,2,"Do They Like Me? Small Moves, Big Feels 🎵[playlist:Love]",B,2_10_B,"B. I ask stuff, get details, and try to show up when it hits different.","B. You show care by noticing—what they like, how they feel, what matters to them. That kind of presence is rare.",Listening well is how some people say ‘I like you’ without using words. Just make sure your voice gets heard too. Real connection means both people get to be known.,Crush Expression,,1,2025-10-07 16:30:40.325647
92,2,2_10,10,How do you show someone you like them?,True,2,"Do They Like Me? Small Moves, Big Feels 🎵[playlist:Love]",C,2_10_C,"C. I bring snacks, drop small gifts. Mostly to pretend I’m cool.","C. You show how you feel with quiet actions—offering a pen, saving your best chips, writing their name on a little note. You’re not saying it out loud, but you’re making it clear.","Giving is beautiful. But so is naming what you feel. Love’s a loop—and you get to speak, not just give.",Crush Expression,,1,2025-10-07 16:30:40.356517
93,2,2_10,10,How do you show someone you like them?,True,2,"Do They Like Me? Small Moves, Big Feels 🎵[playlist:Love]",OTHER,2_10_OTHER,Other,,,,,1,2025-10-07 16:30:40.386802
94,2,2_11,11,What makes you feel uneasy in a relationship—even if it’s not “bad” on paper? You’re not asking for too much. You’re just done playing chill when you need real.,True,3,Kind of a Couple,A,2_11_A,A. They call me sensitive instead of listening.,,,,,1,2025-10-07 16:30:40.416774
95,2,2_11,11,What makes you feel uneasy in a relationship—even if it’s not “bad” on paper?,True,3,Kind of a Couple,B,2_11_B,B. They’re sweet and affectionate—but avoid deeper connection,,,,,1,2025-10-07 16:30:40.447628
96,2,2_11,11,What makes you feel uneasy in a relationship—even if it’s not “bad” on paper?,True,3,Kind of a Couple,C,2_11_C,C. They flirt with others,,,,,1,2025-10-07 16:30:40.477258
97,2,2_11,11,What makes you feel uneasy in a relationship—even if it’s not “bad” on paper?,True,3,Kind of a Couple,D,2_11_D,D. Go quiet the second things get real.,,,,,1,2025-10-07 16:30:40.508535
98,2,2_11,11,What makes you feel uneasy in a relationship—even if it’s not “bad” on paper?,True,3,Kind of a Couple,E,2_11_E,E. Make me feel clingy for wanting actual connection.,,,,,1,2025-10-07 16:30:40.538666
99,2,2_11,11,What makes you feel uneasy in a relationship—even if it’s not “bad” on paper?,True,3,Kind of a Couple,OTHER,2_11_OTHER,Other,,,,,1,2025-10-07 16:30:40.570272
100,2,2_12,12,What makes you feel uneasy in a relationship—even if it’s not “toxic”? Needing peace doesn’t mean you don’t care. It means you know how you stay whole.,True,3,Kind of a Couple,A,2_12_A,A. Always texting. Gets weird if I don’t.,,,,,1,2025-10-07 16:30:40.600565
101,2,2_12,12,What makes you feel uneasy in a relationship—even if it’s not “toxic”?,True,3,Kind of a Couple,B,2_12_B,B. They get upset when I need space,,,,,1,2025-10-07 16:30:40.631414
