id,category_id,question_code,question_number,question_text,check_box,max_select,block_number,block_text,is_start_question,parent_question_id,color_code,version,created_at
30,2,2_21,21,Some things never got said. That doesn’t mean they weren’t true. You still get to speak your version—even if they never hear it. What do you wish you could say to the person who broke your heart?,True,10,5,Ghost and Goodbye The Sky That Stayed 🎵[playlist:Breakup],False,,#FFE066,1,2025-10-07 16:30:30.520632
31,2,2_22,22,"Moving on isn’t one path—it’s a mess of thoughts, feelings, masks, and moments. You don’t need to do it perfectly. Just honestly.  What made your old love finally feel… less loud?",True,10,5,Ghost and Goodbye The Sky That Stayed 🎵[playlist:Breakup],False,,#FFAD84,1,2025-10-07 16:30:30.550440
116,7,7_5,5,What’s your favorite way to express yourself?,False,1,1,"Energy, creativity, inspiration",False,,#FFAD84,1,2025-10-07 16:30:33.129692
117,7,7_6,6,What does being inspired feel like to you?,True,10,1,"Energy, creativity, inspiration",False,,#D6C7E7,1,2025-10-07 16:30:33.159972
32,2,2_23,23,Sometimes love ends before the truth arrives. That doesn’t mean you failed—it means you grew. Even the wrong story can teach you what kind of love is right.  Have you ever realized later that the relationship wasn’t right for you?,True,10,5,Ghost and Goodbye The Sky That Stayed 🎵[playlist:Breakup],False,,#ADD8E6,1,2025-10-07 16:30:30.581176
33,2,2_24,24,"Some love stories end with closure. Others end with… screenshots. Either way, if you can laugh now, it means you’ve made it somewhere new.  What’s a moment from a past relationship you laugh about now?",False,1,5,Ghost and Goodbye The Sky That Stayed 🎵[playlist:Breakup],False,,#ADD8E6,1,2025-10-07 16:30:30.611270
34,2,2_25,25,"If your love life was a playlist, what’s the title?",True,10,6,Love in Beta,False,,#98FB98,1,2025-10-07 16:30:30.641476
35,2,2_26,26,"Your love life isn’t broken. It’s just in beta. Honest status updates are the start of real growth—and great stories. 💘 If your love life had a status update, what would it say?",False,1,6,Love in Beta,False,,#F08080,1,2025-10-07 16:30:30.670878
36,3,3_1,1,Do you find making friends…,False,1,1,How to Make Friends,False,,#ADD8E6,1,2025-10-07 16:30:30.700762
37,3,3_2,2,Do you have friends right now?,False,1,1,How to Make Friends,False,,#ADD8E6,1,2025-10-07 16:30:30.730609
38,3,3_3,3,What’s the easiest way to start talking to someone new?,True,10,1,How to Make Friends,False,,#98FB98,1,2025-10-07 16:30:30.761049
39,3,3_4,4,"If you want someone to like you, what should you focus on first?",True,10,1,How to Make Friends,False,,#FFE066,1,2025-10-07 16:30:30.791898
40,3,3_5,5,What’s the best way to keep a conversation going?,True,10,1,How to Make Friends,False,,#FFE066,1,2025-10-07 16:30:30.821968
41,3,3_6,6,When is a good moment to ask someone to hang out?,True,10,1,How to Make Friends,False,,#ADD8E6,1,2025-10-07 16:30:30.852529
42,3,3_7,7,How can you make someone feel important without overdoing it?,True,10,1,How to Make Friends,False,,#98FB98,1,2025-10-07 16:30:30.882499
43,3,3_8,8,Do you think keeping friends is…,False,1,2,How to keep friends,False,,#FFE066,1,2025-10-07 16:30:30.912115
44,3,3_9,9,What’s most important for keeping a friendship strong?,True,10,2,How to keep friends,False,,#FFAD84,1,2025-10-07 16:30:30.942937
45,3,3_10,10,How do you show a friend they matter to you?,True,10,2,How to keep friends,False,,#D6C7E7,1,2025-10-07 16:30:30.972668
46,3,3_11,11,What makes someone a real friend?,True,10,3,Friendship Values,False,,#ADD8E6,1,2025-10-07 16:30:31.002832
47,3,3_12,12,What does loyalty mean to you in a friendship?,True,10,3,Friendship Values,False,,#F08080,1,2025-10-07 16:30:31.032900
48,3,3_13,13,What kind of friend are you?,True,10,3,Friendship Values,False,,#ADD8E6,1,2025-10-07 16:30:31.062848
49,3,3_14,14,What do you wish your friends understood about you?,False,1,3,Friendship Values,False,,#ADD8E6,1,2025-10-07 16:30:31.092834
50,3,3_15,15,**“Being seen” isn’t about attention. It’s about recognition.** Which kind do you want more of this year?  What’s one way a friend could make you feel seen this year?,True,10,3,Friendship Values,False,,#98FB98,1,2025-10-07 16:30:31.124353
51,3,3_16,16,How do you act when a friend gets something you really wanted?,True,10,3,Friendship Values,False,,#FFE066,1,2025-10-07 16:30:31.154419
52,3,3_17,17,"If you and a friend argue, what’s the best move?",True,10,4,Friendship Challenges 🎵[playlist:Hurt],False,,#FFE066,1,2025-10-07 16:30:31.185338
53,3,3_18,18,What makes you want to step back from a friendship?,True,10,4,Friendship Challenges,False,,#ADD8E6,1,2025-10-07 16:30:31.213919
54,3,3_19,19,What do you do when a friend hurts your feelings?,False,1,4,Friendship Challenges,False,,#98FB98,1,2025-10-07 16:30:31.244713
55,3,3_20,20,What do you do when a friend breaks your trust?,True,10,4,Friendship Challenges,False,,#FFE066,1,2025-10-07 16:30:31.275107
56,3,3_21,21,Do you believe in second chances with friends?,True,10,4,Friendship Challenges,False,,#FFAD84,1,2025-10-07 16:30:31.305387
57,3,3_22,22,What if your friend’s voice is mixed with someone else’s influence?,False,1,5,Outside Influence,False,,#D6C7E7,1,2025-10-07 16:30:31.336076
58,3,3_23,23,When a friend chose someone else over you,False,1,5,Outside Influence,False,,#ADD8E6,1,2025-10-07 16:30:31.365846
59,3,3_24,24,Do you ever feel invisible in your friend group? If yes—what do you think is really going on?,True,10,6,Fitting In & Left Out 🎵[playlist:Spiral],False,,#98FB98,1,2025-10-07 16:30:31.396245
60,3,3_25,25,"If your friend made you feel invisible in a group, what would you do?",True,10,6,Fitting In & Left Out,False,,#B0C4DE,1,2025-10-07 16:30:31.426289
61,3,3_26,26,You didn’t get the invite. But you still get to decide who you are. [playlist:Hurt]  You found out there was a party... but you weren’t invited. How do you feel?,True,10,6,Fitting In & Left Out,False,,#F08080,1,2025-10-07 16:30:31.455844
62,3,3_27,27,"When you feel left out, what helps the most?",True,10,6,Fitting In & Left Out,False,,#FFE066,1,2025-10-07 16:30:31.486670
63,3,3_28,28,"If your friend left you out, what did you do?",True,10,6,Fitting In & Left Out,False,,#D6C7E7,1,2025-10-07 16:30:31.516641
64,3,3_29,29,Why do you think you were left out?,True,10,6,Fitting In & Left Out,False,,#ADD8E6,1,2025-10-07 16:30:31.548488
65,3,3_30,30,What do you want to happen next time?,True,10,6,Fitting In & Left Out,False,,#FFE066,1,2025-10-07 16:30:31.579726
66,3,3_31,31,"Left out? Okay. Now watch me choose my character arc.  When you’re left out, what kind of person do you want to be anyway?",True,10,6,Fitting In & Left Out,False,,#FFAD84,1,2025-10-07 16:30:31.610383
67,3,3_32,32,Sometimes fitting in costs more than it’s worth.  Have you ever gone along with something that didn’t feel right to you—just to fit in?,False,1,6,Fitting In & Left Out,False,,#D6C7E7,1,2025-10-07 16:30:31.640629
68,3,3_33,33,What do you do when you don’t want to go along with what your friends are doing?,False,1,6,Fitting In & Left Out,False,,#ADD8E6,1,2025-10-07 16:30:31.670797
69,3,3_34,34,What do you do when you feel like you’re always the second choice?,False,1,6,Fitting In & Left Out,False,,#98FB98,1,2025-10-07 16:30:31.700447
70,3,3_35,35,"What do you do when a friend is pulling away, but you’re not sure why?",False,1,6,Fitting In & Left Out,False,,#B0C4DE,1,2025-10-07 16:30:31.731338
71,3,3_36,36,When a friend chose someone else over you 🤪,True,10,6,Fitting In & Left Out,False,,#F08080,1,2025-10-07 16:30:31.761367
72,3,3_37,37,It stings to be left out. But picking a guest list isn’t easy either. Sometimes it’s not personal—it’s just hard.  How do you handle it when you’re the host?,False,1,6,Fitting In & Left Out,False,,#ADD8E6,1,2025-10-07 16:30:31.791294
73,3,3_38,38,How do you handle it when someone feels hurt because you didn’t include them?,False,1,6,Fitting In & Left Out,False,,#98FB98,1,2025-10-07 16:30:31.821276
118,7,7_7,7,When do you feel most inspired?,True,10,1,"Energy, creativity, inspiration",False,,#ADD8E6,1,2025-10-07 16:30:33.190557
74,4,4_1,1,"Pew Research Center (April 2025) reported: Teens acknowledge both positives and negatives: 74% say it’s enhanced friendships; 63% say it’s sparked creativity—but 39% feel overwhelmed by drama, and 31% pressured to post . How much time do you usually spend online each day (outside of schoolwork)?",False,1,1,Online Life,False,,#B0C4DE,1,2025-10-07 16:30:31.851035
75,4,4_2,2,Where do you spend most of your online time? (Pick 2),True,2,1,Online Life,False,,#F08080,1,2025-10-07 16:30:31.881373
76,4,4_3,3,Do you think online friendships are “real friendships”?,False,1,1,Online Life,False,,#FFE066,1,2025-10-07 16:30:31.910593
77,4,4_4,4,What do you like most about being online?,True,10,1,Online Life,False,,#ADD8E6,1,2025-10-07 16:30:31.941819
78,4,4_5,5,Which social media app do you use most? (Pick up to 2),True,2,1,Online Life,False,,#ADD8E6,1,2025-10-07 16:30:31.971262
79,4,4_6,6,"Why do you not use certain apps or platforms (like Instagram, TikTok, Snapchat)?",True,10,1,Online Life,False,,#98FB98,1,2025-10-07 16:30:32.001912
80,4,4_7,7,What kinds of posts grab your interest most? (Pick up to 2),True,2,1,"Posting, Following & Feeling Seen",False,,#FFE066,1,2025-10-07 16:30:32.031964
81,4,4_8,8,"When you post, what do you usually share? (Pick up to 2)",True,2,1,"Posting, Following & Feeling Seen",False,,#ADD8E6,1,2025-10-07 16:30:32.062646
82,4,4_9,9,"When you look at other people’s life posts, how do you usually feel afterward?",False,1,1,"Posting, Following & Feeling Seen",False,,#FFE066,1,2025-10-07 16:30:32.095715
83,4,4_10,10,"When someone posts about their ‘high life’ — trips, fancy stuff, best moments — what do you tend to feel about them?",False,1,1,"Posting, Following & Feeling Seen",False,,#FFAD84,1,2025-10-07 16:30:32.128620
84,4,4_11,11,"When you worry about like counts, what’s behind it for you?",True,10,1,"Posting, Following & Feeling Seen",False,,#D6C7E7,1,2025-10-07 16:30:32.159580
85,4,4_12,12,"If you hide the like counts on your post, what does it mean for you?",False,1,1,"Posting, Following & Feeling Seen",False,,#ADD8E6,1,2025-10-07 16:30:32.190426
86,5,5_1,1,"No dress code, no shade. Style isn’t just what you wear—it’s a way to say “this is me” without talking.  What’s your dream outfit if no one could judge?",False,1,1,"Soft Power, Loud Heart",False,,#98FB98,1,2025-10-07 16:30:32.222377
87,5,5_2,2,"Lip gloss, mascara, or blush—you only get one?",False,1,2,"Tiny Things, Big Feelings",False,,#B0C4DE,1,2025-10-07 16:30:32.252862
88,5,5_3,3,What color feels like “you” today?,False,1,1,"Soft Power, Loud Heart",False,,#F08080,1,2025-10-07 16:30:32.282818
89,5,5_4,4,"If your emotions had a scent, what would today’s be?",False,1,3,"Daily Drip, Inner Script",False,,#FFE066,1,2025-10-07 16:30:32.312675
90,5,5_5,5,What’s your favorite kind of quiet?,False,1,1,"Soft Power, Loud Heart",False,,#98FB98,1,2025-10-07 16:30:32.344222
91,5,5_6,6,What tiny thing makes you feel loved?,False,1,2,"Tiny Things, Big Feelings",False,,#D6C7E7,1,2025-10-07 16:30:32.374415
92,5,5_7,7,"If you could bottle a moment and wear it as perfume, what would it be?",False,1,2,"Tiny Things, Big Feelings",False,,#ADD8E6,1,2025-10-07 16:30:32.404980
93,5,5_8,8,What’s a red flag you’d walk past with sunglasses on?,False,1,1,"Soft Power, Loud Heart",False,,#98FB98,1,2025-10-07 16:30:32.435980
94,5,5_9,9,What’s your personal theme song when you enter a room?,False,1,1,"Soft Power, Loud Heart",False,,#FFAD84,1,2025-10-07 16:30:32.465729
95,5,5_10,10,👕👗 If you had to pick one outfit combo to see every day for a year—on yourself or your crush—which one wins?,False,1,3,"Daily Drip, Inner Script",False,,#FFE066,1,2025-10-07 16:30:32.494882
96,5,5_11,11,What’s your “I woke up late” outfit —on yourself or your crush?,False,1,3,"Daily Drip, Inner Script",False,,#ADD8E6,1,2025-10-07 16:30:32.525489
97,5,5_12,12,If you had to wear one for a year—shy but somehow magnetic—on yourself or your crush—which one wins?,False,1,3,"Daily Drip, Inner Script",False,,#FFE066,1,2025-10-07 16:30:32.555914
98,5,5_13,13,💼 If you had to wear one vibe for a year—bossy but in denial——on yourself or your crush—which one wins?,False,1,3,"Daily Drip, Inner Script",False,,#FFAD84,1,2025-10-07 16:30:32.586085
99,5,5_14,14,What’s a little thing that makes you feel pretty or powerful?,False,1,2,"Tiny Things, Big Feelings",False,,#D6C7E7,1,2025-10-07 16:30:32.616611
100,6,6_1,1,Some strengths don’t shout. But they’re real—and they carry people more than anyone knows. What’s your lowkey superpower no one sees?,True,10,1,Lowkey Legends,False,,#ADD8E6,1,2025-10-07 16:30:32.647225
101,6,6_2,2,Being around people all the time is a lot. There’s no wrong way to recharge—just your way. What do you do when you need a break from everyone?,True,10,2,"Quiet Mode, Full Power",False,,#98FB98,1,2025-10-07 16:30:32.676757
102,6,6_3,3,🔵 What’s your personal theme song when you enter a room? (Lowkey Edition),False,1,1,Lowkey Legends,False,,#B0C4DE,1,2025-10-07 16:30:32.707305
103,6,6_4,4,You walk into a room where everyone’s louder than you. What do you do?,True,10,1,Lowkey Legends,False,,#F08080,1,2025-10-07 16:30:32.736389
104,6,6_5,5,Your friend sends a long message. You don’t know how to reply.,False,1,1,Lowkey Legends,False,,#ADD8E6,1,2025-10-07 16:30:32.767573
105,6,6_6,6,Where do you usually sit when things feel too much?,False,1,2,"Quiet Mode, Full Power",False,,#FFAD84,1,2025-10-07 16:30:32.797876
106,6,6_7,7,What’s your best move when you’re being watched?,False,1,1,Lowkey Legends,False,,#98FB98,1,2025-10-07 16:30:32.829068
107,6,6_8,8,What sound feels most like you?,False,1,2,"Quiet Mode, Full Power",False,,#FFE066,1,2025-10-07 16:30:32.859321
108,6,6_9,9,👕👟 If you had to pick one outfit combo to see every day for a year—on yourself or your crush—which one wins? Lowkey,False,1,1,Lowkey Legends,False,,#ADD8E6,1,2025-10-07 16:30:32.889389
109,6,6_10,10,What’s your “I’m not trying but still cute” go-to—on yourself or your crush? Lowkey,False,1,1,Lowkey Legends,False,,#FFE066,1,2025-10-07 16:30:32.919533
110,6,6_11,11,🧲 If you had to wear one vibe for a year—lowkey nervous but somehow magnetic—on yourself or your crush—which one wins?,False,1,2,"Quiet Mode, Full Power",False,,#F08080,1,2025-10-07 16:30:32.948694
111,6,6_12,12,💼 If you had to wear one vibe for a year—bossy but in denial——on yourself or your crush—which one wins?,False,1,2,"Quiet Mode, Full Power",False,,#FFE066,1,2025-10-07 16:30:32.979780
112,7,7_1,1,Want to know what other teens did this summer? Answer this question and see how your summer compares.  What did you actually do this summer? (Check all that apply),True,10,1,"Energy, creativity, inspiration",False,,#ADD8E6,1,2025-10-07 16:30:33.009437
113,7,7_2,2,What’s giving you a spark of energy or pride these days?,False,1,1,"Energy, creativity, inspiration",False,,#98FB98,1,2025-10-07 16:30:33.040616
114,7,7_3,3,What helps you feel like you’re moving in a direction that matters?,True,10,1,"Energy, creativity, inspiration",False,,#FFE066,1,2025-10-07 16:30:33.069791
115,7,7_4,4,Where does your creativity show up most?,False,1,1,"Energy, creativity, inspiration",False,,#FFAD84,1,2025-10-07 16:30:33.099461
119,7,7_8,8,"You know that feeling when you’re not performing, not shrinking—just being?  When do you feel most like yourself?",True,10,1,"Energy, creativity, inspiration",False,,#B0C4DE,1,2025-10-07 16:30:33.221865
120,7,7_9,9,What gives you energy when you feel drained?,True,10,1,"Energy, creativity, inspiration",False,,#F08080,1,2025-10-07 16:30:33.250974
121,7,7_10,10,How do you handle it when you feel like you have to get everything right?,False,1,2,Pressure Handling 🎵[playlist:Believe],False,,#98FB98,1,2025-10-07 16:30:33.280583
122,7,7_11,11,What do you do when your brain needs a break?,True,10,2,Pressure Handling,False,,#FFE066,1,2025-10-07 16:30:33.310612
123,7,7_12,12,What helps you calm down when life feels too big?,False,1,2,Pressure Handling,False,,#FFAD84,1,2025-10-07 16:30:33.340993
124,7,7_13,13,"After homework, who do you usually spend time with?",False,1,3,Hang Out and Trust,False,,#ADD8E6,1,2025-10-07 16:30:33.371604
125,7,7_14,14,Who do you trust with your secrets?,False,1,3,Hang Out and Trust,False,,#FFAD84,1,2025-10-07 16:30:33.401693
126,7,7_15,15,If people go quiet when you walk by... what do you assume?,False,1,4,Rejection and Hardship 🎵[playlist:Hurt],False,,#D6C7E7,1,2025-10-07 16:30:33.433379
127,7,7_16,16,Do you ever feel like you’re on the outside looking in?,False,1,4,Rejection and Hardship,False,,#ADD8E6,1,2025-10-07 16:30:33.462439
128,7,7_17,17,What do you want to remind yourself when people leave you out? [playlist:Rejection] [playlist:Believe],False,1,4,Rejection and Hardship,False,,#98FB98,1,2025-10-07 16:30:33.492553
129,7,7_18,18,When someone talks behind your back,True,10,4,Rejection and Hardship,False,,#B0C4DE,1,2025-10-07 16:30:33.524037
130,7,7_19,19,When a teacher/adult treated you unfairly,True,10,4,Rejection and Hardship,False,,#F08080,1,2025-10-07 16:30:33.554051
131,7,7_20,20,"When you feel disappointed—whether in yourself, people, or life—what helps you stay grounded?",True,10,4,Rejection and Hardship,False,,#ADD8E6,1,2025-10-07 16:30:33.584912
132,7,7_21,21,Think about something hard you’ve been through. What helped you get through it?,True,10,4,Rejection and Hardship,False,,#98FB98,1,2025-10-07 16:30:33.615409
133,7,7_22,22,What’s something you regret not doing?,True,10,5,"Regret, Repair, and the Road Ahead",False,,#ADD8E6,1,2025-10-07 16:30:33.645779
134,7,7_23,23,What’s something you regret doing?,True,10,5,"Regret, Repair, and the Road Ahead",False,,#98FB98,1,2025-10-07 16:30:33.675295
135,7,7_24,24,What’s something you’re dealing with that your parents didn’t at your age?,True,10,6,"Regret, Repair, and the Road Ahead",False,,#FFE066,1,2025-10-07 16:30:33.707087
136,7,7_25,25,What do you wish adults understood about being a teen?,True,10,6,Adults & society,False,,#ADD8E6,1,2025-10-07 16:30:33.736884
137,7,7_26,26,Forget about parties—what do you wish politicians actually understood about your life?,True,10,6,Adults & society,False,,#FFB6C1,1,2025-10-07 16:30:33.767290
138,7,7_27,27,Do you ever think about how the way you talk affects how clearly you get your point across?,False,1,7,"Like, You Know, Kinda Confident",False,,#D6C7E7,1,2025-10-07 16:30:33.798398
139,7,7_28,28,This isn’t grammar police—we don’t care where commas go. We’re just asking… how many “likes” per sentence are you rocking these days? No shade. Just stats.,False,1,7,"Like, You Know, Kinda Confident",False,,#ADD8E6,1,2025-10-07 16:30:33.829196
140,7,7_29,29,"You know when you say “you know”… and the other person doesn’t actually know? But you say it anyway… because it feels right? So how often do you, like, you know… say “you know”?  (This question is—you know—kind of genius.)",False,1,7,"Like, You Know, Kinda Confident",False,,#ADD8E6,1,2025-10-07 16:30:33.859698
141,7,7_30,30,"If your thoughts had a soundtrack today, what would it sound like?",False,1,8,"Color, Weather, Sound: You",False,,#98FB98,1,2025-10-07 16:30:33.890632
142,7,7_31,31,"If your mind was a weather forecast today, what would it say?",False,1,8,"Color, Weather, Sound: You",False,,#FFB6C1,1,2025-10-07 16:30:33.921353
143,7,7_32,32,"If you could pack one emotion in your backpack forever, what would it be?",False,1,8,"Color, Weather, Sound: You",False,,#FFE066,1,2025-10-07 16:30:33.950832
144,7,7_33,33,What color best matches your mood right now?,False,1,8,"Color, Weather, Sound: You",False,,#FFAD84,1,2025-10-07 16:30:33.980369
145,8,8_1,1,"Forgiveness isn’t a race. Fast, slow, or never—how you handle it is still a story worth telling.  Do you forgive fast, slow… or never?",False,1,1,"Forgive, for Real",False,,#ADD8E6,1,2025-10-07 16:30:34.011227
146,8,8_2,2,What helps you forgive someone?,True,10,1,"Forgive, for Real",False,,#ADD8E6,1,2025-10-07 16:30:34.041517
147,8,8_3,3,Do you forgive yourself easily?,False,1,1,"Forgive, for Real",False,,#D6C7E7,1,2025-10-07 16:30:34.071829
148,8,8_4,4,What makes you feel like you’ve healed?,True,10,1,"Forgive, for Real",False,,#98FB98,1,2025-10-07 16:30:34.102203
149,8,8_5,5,Imagine they’d actually listen. No excuses. No eye rolls. Just… listening.  [playlist:Hurt]  What would you say to the person who hurt you?,True,10,2,The Way Forward 🎵[playlist:5 Years Later],False,,#FFAD84,1,2025-10-07 16:30:34.131972
150,8,8_6,6,What helps you move on from something that still stings?,True,10,2,The Way Forward,False,,#FFE066,1,2025-10-07 16:30:34.161682
151,8,8_7,7,What are the things you’ve done that helped you feel whole again?,True,10,2,The Way Forward,False,,#ADD8E6,1,2025-10-07 16:30:34.193243
152,9,9_1,1,“Your self-worth is determined by you. You don’t have to depend on someone telling you who you are.” - bell hooks What do you want to believe about yourself—even on tough days?,True,10,1,I Know Who I Am 🎵[playlist:Believe],False,,#ADD8E6,1,2025-10-07 16:30:34.223646
153,9,9_2,2,"Many teens feel: “When the jokes stop, I can finally just be chill around them.” What’s something you wish people would stop teasing you about?",True,10,1,I Know Who I Am,False,,#FFB6C1,1,2025-10-07 16:30:34.254349
154,9,9_3,3,"“When someone crosses the line, your body knows it—even if your face says nothing.”  [playlist:Believe]  What’s your go-to move when someone crosses the line?",False,1,1,I Know Who I Am,False,,#F08080,1,2025-10-07 16:30:34.284361
155,9,9_4,4,You get one line to shut down a hater—what is it?,False,1,1,I Know Who I Am,False,,#B0C4DE,1,2025-10-07 16:30:34.314397
156,9,9_5,5,"1 in 5 teens experienced bullying.  You see someone being physically bullied in the hallway—like shoved, blocked, or grabbed. What do you do?",False,1,2,Someone Has to Do Something,False,,#98FB98,1,2025-10-07 16:30:34.344164
157,9,9_6,6,"If you see someone being verbally bullied, what do you do?",False,1,2,Someone Has to Do Something,False,,#FFE066,1,2025-10-07 16:30:34.375016
158,9,9_7,7,"Let’s say someone starts physically bullying you—like shoving, hitting, or threatening you. What do you think you’d do?",False,1,2,Someone Has to Do Something,False,,#FFE066,1,2025-10-07 16:30:34.404993
159,9,9_8,8,"If someone’s byllied you—insulting, mocking, or spreading rumors. How would you respond?",False,1,2,Someone Has to Do Something,False,,#F08080,1,2025-10-07 16:30:34.436674
160,9,9_9,9,If someone left a mean comment on your post... what would you do?,False,1,2,Someone Has to Do Something,False,,#B0C4DE,1,2025-10-07 16:30:34.466391
